survived,pclass,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,dest
0,2,"Lamb, Mr. John Joseph",M,,0,0,240261,10.7083,,Q,,,
1,2,"Laroche, Miss. Louise",F,1,1,2,SC/Paris 2123,41.5792,,C,14,,Paris / Haiti
1,2,"Laroche, Miss. Simonne Marie Anne Andree",F,3,1,2,SC/Paris 2123,41.5792,,C,14,,Paris / Haiti
0,2,"Laroche, Mr. Joseph Philippe Lemercier",M,25,1,2,SC/Paris 2123,41.5792,,C,,,Paris / Haiti
1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",F,22,1,2,SC/Paris 2123,41.5792,,C,14,,Paris / Haiti
1,2,"Lehmann, Miss. Bertha",F,17,0,0,SC 1748,12,,C,12,,"Berne, Switzerland / Central City, IA"
1,2,"Leitch, Miss. Jessie Wills",F,,0,0,248727,33,,S,11,,"London / Chicago, IL"
1,2,"Lemore, Mrs. (Amelia Milley)",F,34,0,0,C.A. 34260,10.5,F33,S,14,,"Chicago, IL"
0,2,"Levy, Mr. Rene Jacques",M,36,0,0,SC/Paris 2163,12.875,D,C,,,"Montreal, PQ"
0,2,"Leyson, Mr. Robert William Norman",M,24,0,0,C.A. 29566,10.5,,S,,108,
0,2,"Lingane, Mr. John",M,61,0,0,235509,12.35,,Q,,,
0,2,"Louch, Mr. Charles Alexander",M,50,1,0,SC/AH 3085,26,,S,,121,"Weston-Super-Mare, Somerset"
1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",F,42,1,0,SC/AH 3085,26,,S,,,"Weston-Super-Mare, Somerset"
0,2,"Mack, Mrs. (Mary)",F,57,0,0,S.O./P.P. 3,10.5,E77,S,,52,"Southampton / New York, NY"
0,2,"Malachard, Mr. Noel",M,,0,0,237735,15.0458,D,C,,,Paris
1,2,"Mallet, Master. Andre",M,1,0,2,S.C./PARIS 2079,37.0042,,C,10,,"Paris / Montreal, PQ"
0,2,"Mallet, Mr. Albert",M,31,1,1,S.C./PARIS 2079,37.0042,,C,,,"Paris / Montreal, PQ"
1,2,"Mallet, Mrs. Albert (Antoinette Magnin)",F,24,1,1,S.C./PARIS 2079,37.0042,,C,10,,"Paris / Montreal, PQ"
0,2,"Mangiavacchi, Mr. Serafino Emilio",M,,0,0,SC/A.3 2861,15.5792,,C,,,"New York, NY"
0,2,"Matthews, Mr. William John",M,30,0,0,28228,13,,S,,,"St Austall, Cornwall"
0,2,"Maybery, Mr. Frank Hubert",M,40,0,0,239059,16,,S,,,"Weston-Super-Mare / Moose Jaw, SK"
0,2,"McCrae, Mr. Arthur Gordon",M,32,0,0,237216,13.5,,S,,209,"Sydney, Australia"
0,2,"McCrie, Mr. James Matthew",M,30,0,0,233478,13,,S,,,"Sarnia, ON"
0,2,"McKane, Mr. Peter David",M,46,0,0,28403,26,,S,,,"Rochester, NY"
1,2,"Mellinger, Miss. Madeleine Violet",F,13,0,1,250644,19.5,,S,14,,"England / Bennington, VT"
1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",F,41,0,1,250644,19.5,,S,14,,"England / Bennington, VT"
1,2,"Mellors, Mr. William John",M,19,0,0,SW/PP 751,10.5,,S,B,,"Chelsea, London"
0,2,"Meyer, Mr. August",M,39,0,0,248723,13,,S,,,"Harrow-on-the-Hill, Middlesex"
0,2,"Milling, Mr. Jacob Christian",M,48,0,0,234360,13,,S,,271,"Copenhagen, Denmark"
0,2,"Mitchell, Mr. Henry Michael",M,70,0,0,C.A. 24580,10.5,,S,,,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
0,2,"Montvila, Rev. Juozas",M,27,0,0,211536,13,,S,,,"Worcester, MA"
0,2,"Moraweck, Dr. Ernest",M,54,0,0,29011,14,,S,,,"Frankfort, KY"
0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",M,39,0,0,250655,26,,S,,,
0,2,"Mudd, Mr. Thomas Charles",M,16,0,0,S.O./P.P. 3,10.5,,S,,,"Halesworth, England"
0,2,"Myles, Mr. Thomas Francis",M,62,0,0,240276,9.6875,,Q,,,"Cambridge, MA"
0,2,"Nasser, Mr. Nicholas",M,32.5,1,0,237736,30.0708,,C,,43,"New York, NY"
1,2,"Nasser, Mrs. Nicholas (Adele Achem)",F,14,1,0,237736,30.0708,,C,,,"New York, NY"
1,2,"Navratil, Master. Edmond Roger",M,2,1,1,230080,26,F2,S,D,,"Nice, France"
1,2,"Navratil, Master. Michel M",M,3,1,1,230080,26,F2,S,D,,"Nice, France"
0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",M,36.5,0,2,230080,26,F2,S,,15,"Nice, France"
0,2,"Nesson, Mr. Israel",M,26,0,0,244368,13,F2,S,,,"Boston, MA"
0,2,"Nicholls, Mr. Joseph Charles",M,19,1,1,C.A. 33112,36.75,,S,,101,"Cornwall / Hancock, MI"
0,2,"Norman, Mr. Robert Douglas",M,28,0,0,218629,13.5,,S,,287,Glasgow
1,2,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",M,20,0,0,SC/PARIS 2166,13.8625,D38,C,7,,"Cologne, Germany"
1,2,"Nye, Mrs. (Elizabeth Ramell)",F,29,0,0,C.A. 29395,10.5,F33,S,11,,"Folkstone, Kent / New York, NY"
0,2,"Otter, Mr. Richard",M,39,0,0,28213,13,,S,,,"Middleburg Heights, OH"
1,2,"Oxenham, Mr. Percy Thomas",M,22,0,0,W./C. 14260,10.5,,S,13,,"Pondersend, England / New Durham, NJ"
1,2,"Padro y Manent, Mr. Julian",M,,0,0,SC/PARIS 2146,13.8625,,C,9,,"Spain / Havana, Cuba"
0,2,"Pain, Dr. Alfred",M,23,0,0,244278,10.5,,S,,,"Hamilton, ON"
1,2,"Pallas y Castello, Mr. Emilio",M,29,0,0,SC/PARIS 2147,13.8583,,C,9,,"Spain / Havana, Cuba"
0,2,"Parker, Mr. Clifford Richard",M,28,0,0,SC 14888,10.5,,S,,,"St Andrews, Guernsey"
0,2,"Parkes, Mr. Francis ""Frank""",M,,0,0,239853,0,,S,,,Belfast
1,2,"Parrish, Mrs. (Lutie Davis)",F,50,0,1,230433,26,,S,12,,"Woodford County, KY"
0,2,"Pengelly, Mr. Frederick William",M,19,0,0,28665,10.5,,S,,,"Gunnislake, England / Butte, MT"
0,2,"Pernot, Mr. Rene",M,,0,0,SC/PARIS 2131,15.05,,C,,,
0,2,"Peruschitz, Rev. Joseph Maria",M,41,0,0,237393,13,,S,,,
1,2,"Phillips, Miss. Alice Frances Louisa",F,21,0,1,S.O./P.P. 2,21,,S,12,,"Ilfracombe, Devon"
1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",F,19,0,0,250655,26,,S,11,,"Worcester, England"
0,2,"Phillips, Mr. Escott Robert",M,43,0,1,S.O./P.P. 2,21,,S,,,"Ilfracombe, Devon"
1,2,"Pinsky, Mrs. (Rosa)",F,32,0,0,234604,13,,S,9,,Russia
0,2,"Ponesell, Mr. Martin",M,34,0,0,250647,13,,S,,,"Denmark / New York, NY"
1,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",M,30,0,0,C.A. 34644,12.7375,,C,14,,"Milford, NH"
0,2,"Pulbaum, Mr. Franz",M,27,0,0,SC/PARIS 2168,15.0333,,C,,,Paris
1,2,"Quick, Miss. Phyllis May",F,2,1,1,26360,26,,S,11,,"Plymouth, Devon / Detroit, MI"
1,2,"Quick, Miss. Winifred Vera",F,8,1,1,26360,26,,S,11,,"Plymouth, Devon / Detroit, MI"
1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",F,33,0,2,26360,26,,S,11,,"Plymouth, Devon / Detroit, MI"
0,2,"Reeves, Mr. David",M,36,0,0,C.A. 17248,10.5,,S,,,"Brighton, Sussex"
0,2,"Renouf, Mr. Peter Henry",M,34,1,0,31027,21,,S,12,,"Elizabeth, NJ"
1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",F,30,3,0,31027,21,,S,,,"Elizabeth, NJ"
1,2,"Reynaldo, Ms. Encarnacion",F,28,0,0,230434,13,,S,9,,Spain
0,2,"Richard, Mr. Emile",M,23,0,0,SC/PARIS 2133,15.0458,,C,,,"Paris / Montreal, PQ"
1,2,"Richards, Master. George Sibley",M,0.8333,1,1,29106,18.75,,S,4,,"Cornwall / Akron, OH"
1,2,"Richards, Master. William Rowe",M,3,1,1,29106,18.75,,S,4,,"Cornwall / Akron, OH"
1,2,"Richards, Mrs. Sidney (Emily Hocking)",F,24,2,3,29106,18.75,,S,4,,"Cornwall / Akron, OH"
1,2,"Ridsdale, Miss. Lucy",F,50,0,0,W./C. 14258,10.5,,S,13,,"London, England / Marietta, Ohio and Milwaukee, WI"
0,2,"Rogers, Mr. Reginald Harry",M,19,0,0,28004,10.5,,S,,,
1,2,"Rugg, Miss. Emily",F,21,0,0,C.A. 31026,10.5,,S,12,,"Guernsey / Wilmington, DE"
0,2,"Schmidt, Mr. August",M,26,0,0,248659,13,,S,,,"Newark, NJ"
0,2,"Sedgwick, Mr. Charles Frederick Waddington",M,25,0,0,244361,13,,S,,,Liverpool
0,2,"Sharp, Mr. Percival James R",M,27,0,0,244358,26,,S,,,"Hornsey, England"
1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",F,25,0,1,230433,26,,S,12,,"Deer Lodge, MT"
1,2,"Silven, Miss. Lyyli Karoliina",F,18,0,2,250652,13,,S,16,,"Finland / Minneapolis, MN"
1,2,"Sincock, Miss. Maude",F,20,0,0,C.A. 33112,36.75,,S,11,,"Cornwall / Hancock, MI"
1,2,"Sinkkonen, Miss. Anna",F,30,0,0,250648,13,,S,10,,"Finland / Washington, DC"
0,2,"Sjostedt, Mr. Ernst Adolf",M,59,0,0,237442,13.5,,S,,,"Sault St Marie, ON"
1,2,"Slayter, Miss. Hilda Mary",F,30,0,0,234818,12.35,,Q,13,,"Halifax, NS"
0,2,"Slemen, Mr. Richard James",M,35,0,0,28206,10.5,,S,,,Cornwall
1,2,"Smith, Miss. Marion Elsie",F,40,0,0,31418,13,,S,9,,
0,2,"Sobey, Mr. Samuel James Hayden",M,25,0,0,C.A. 29178,13,,S,,,"Cornwall / Houghton, MI"
0,2,"Stanton, Mr. Samuel Ward",M,41,0,0,237734,15.0458,,C,,,"New York, NY"
0,2,"Stokes, Mr. Philip Joseph",M,25,0,0,F.C.C. 13540,10.5,,S,,81,"Catford, Kent / Detroit, MI"
0,2,"Swane, Mr. George",M,18.5,0,0,248734,13,F,S,,294,
0,2,"Sweet, Mr. George Frederick",M,14,0,0,220845,65,,S,,,"Somerset / Bernardsville, NJ"
1,2,"Toomey, Miss. Ellen",F,50,0,0,F.C.C. 13531,10.5,,S,9,,"Indianapolis, IN"
0,2,"Troupiansky, Mr. Moses Aaron",M,23,0,0,233639,13,,S,,,
1,2,"Trout, Mrs. William H (Jessie L)",F,28,0,0,240929,12.65,,S,,,"Columbus, OH"
1,2,"Troutt, Miss. Edwina Celia ""Winnie""",F,27,0,0,34218,10.5,E101,S,16,,"Bath, England / Massachusetts"
0,2,"Turpin, Mr. William John Robert",M,29,1,0,11668,21,,S,,,"Plymouth, England"
0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",F,27,1,0,11668,21,,S,,,"Plymouth, England"
0,2,"Veal, Mr. James",M,40,0,0,28221,13,,S,,,"Barre, Co Washington, VT"
1,2,"Walcroft, Miss. Nellie",F,31,0,0,F.C.C. 13528,21,,S,14,,"Mamaroneck, NY"
0,2,"Ware, Mr. John James",M,30,1,0,CA 31352,21,,S,,,"Bristol, England / New Britain, CT"
0,2,"Ware, Mr. William Jeffery",M,23,1,0,28666,10.5,,S,,,
1,2,"Ware, Mrs. John James (Florence Louise Long)",F,31,0,0,CA 31352,21,,S,10,,"Bristol, England / New Britain, CT"
0,2,"Watson, Mr. Ennis Hastings",M,,0,0,239856,0,,S,,,Belfast
1,2,"Watt, Miss. Bertha J",F,12,0,0,C.A. 33595,15.75,,S,9,,"Aberdeen / Portland, OR"
1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",F,40,0,0,C.A. 33595,15.75,,S,9,,"Aberdeen / Portland, OR"
1,2,"Webber, Miss. Susan",F,32.5,0,0,27267,13,E101,S,12,,"England / Hartford, CT"
0,2,"Weisz, Mr. Leopold",M,27,1,0,228414,26,,S,,293,"Bromsgrove, England / Montreal, PQ"
1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",F,29,1,0,228414,26,,S,10,,"Bromsgrove, England / Montreal, PQ"
1,2,"Wells, Master. Ralph Lester",M,2,1,1,29103,23,,S,14,,"Cornwall / Akron, OH"
1,2,"Wells, Miss. Joan",F,4,1,1,29103,23,,S,14,,"Cornwall / Akron, OH"
1,2,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",F,29,0,2,29103,23,,S,14,,"Cornwall / Akron, OH"
1,2,"West, Miss. Barbara J",F,0.9167,1,2,C.A. 34651,27.75,,S,10,,"Bournmouth, England"
1,2,"West, Miss. Constance Mirium",F,5,1,2,C.A. 34651,27.75,,S,10,,"Bournmouth, England"
0,2,"West, Mr. Edwy Arthur",M,36,1,2,C.A. 34651,27.75,,S,,,"Bournmouth, England"
1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",F,33,1,2,C.A. 34651,27.75,,S,10,,"Bournmouth, England"
0,2,"Wheadon, Mr. Edward H",M,66,0,0,C.A. 24579,10.5,,S,,,"Guernsey, England / Edgewood, RI"
0,2,"Wheeler, Mr. Edwin ""Frederick""",M,,0,0,SC/PARIS 2159,12.875,,S,,,
1,2,"Wilhelms, Mr. Charles",M,31,0,0,244270,13,,S,9,,"London, England"
1,2,"Williams, Mr. Charles Eugene",M,,0,0,244373,13,,S,14,,"Harrow, England"
1,2,"Wright, Miss. Marion",F,26,0,0,220844,13.5,,S,9,,"Yoevil, England / Cottage Grove, OR"
0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",F,24,0,0,248747,13,,S,,,Paris
0,3,"Abbing, Mr. Anthony",M,42,0,0,C.A. 5547,7.55,,S,,,
0,3,"Abbott, Master. Eugene Joseph",M,13,0,2,C.A. 2673,20.25,,S,,,"East Providence, RI"
0,3,"Abbott, Mr. Rossmore Edward",M,16,1,1,C.A. 2673,20.25,,S,,190,"East Providence, RI"
1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",F,35,1,1,C.A. 2673,20.25,,S,A,,"East Providence, RI"
1,3,"Abelseth, Miss. Karen Marie",F,16,0,0,348125,7.65,,S,16,,"Norway Los Angeles, CA"
1,3,"Abelseth, Mr. Olaus Jorgensen",M,25,0,0,348122,7.65,F G63,S,A,,"Perkins County, SD"
1,3,"Abrahamsson, Mr. Abraham August Johannes",M,20,0,0,SOTON/O2 3101284,7.925,,S,15,,"Taalintehdas, Finland Hoboken, NJ"
1,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",F,18,0,0,2657,7.2292,,C,C,,"Greensburg, PA"
0,3,"Adahl, Mr. Mauritz Nils Martin",M,30,0,0,C 7076,7.25,,S,,72,"Asarum, Sweden Brooklyn, NY"
0,3,"Adams, Mr. John",M,26,0,0,341826,8.05,,S,,103,"Bournemouth, England"
0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",F,40,1,0,7546,9.475,,S,,,"Sweden Akeley, MN"
1,3,"Aks, Master. Philip Frank",M,0.8333,0,1,392091,9.35,,S,11,,"London, England Norfolk, VA"
1,3,"Aks, Mrs. Sam (Leah Rosen)",F,18,0,1,392091,9.35,,S,13,,"London, England Norfolk, VA"
1,3,"Albimona, Mr. Nassef Cassem",M,26,0,0,2699,18.7875,,C,15,,"Syria Fredericksburg, VA"
0,3,"Alexander, Mr. William",M,26,0,0,3474,7.8875,,S,,,"England Albion, NY"
0,3,"Alhomaki, Mr. Ilmari Rudolf",M,20,0,0,SOTON/O2 3101287,7.925,,S,,,"Salo, Finland Astoria, OR"
0,3,"Ali, Mr. Ahmed",M,24,0,0,SOTON/O.Q. 3101311,7.05,,S,,,
0,3,"Ali, Mr. William",M,25,0,0,SOTON/O.Q. 3101312,7.05,,S,,79,Argentina
0,3,"Allen, Mr. William Henry",M,35,0,0,373450,8.05,,S,,,"Lower Clapton, Middlesex or Erdington, Birmingham"
0,3,"Allum, Mr. Owen George",M,18,0,0,2223,8.3,,S,,259,"Windsor, England New York, NY"
0,3,"Andersen, Mr. Albert Karvin",M,32,0,0,C 4001,22.525,,S,,260,"Bergen, Norway"
1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",F,19,1,0,350046,7.8542,,S,16,,
0,3,"Andersson, Master. Sigvard Harald Elias",M,4,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
0,3,"Andersson, Miss. Ebba Iris Alfrida",F,6,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
0,3,"Andersson, Miss. Ellis Anna Maria",F,2,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
1,3,"Andersson, Miss. Erna Alexandra",F,17,4,2,3101281,7.925,,S,D,,"Ruotsinphyhtaa, Finland New York, NY"
0,3,"Andersson, Miss. Ida Augusta Margareta",F,38,4,2,347091,7.775,,S,,,"Vadsbro, Sweden Ministee, MI"
0,3,"Andersson, Miss. Ingeborg Constanzia",F,9,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
0,3,"Andersson, Miss. Sigrid Elisabeth",F,11,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
0,3,"Andersson, Mr. Anders Johan",M,39,1,5,347082,31.275,,S,,,"Sweden Winnipeg, MN"
1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",M,27,0,0,350043,7.7958,,S,A,,
0,3,"Andersson, Mr. Johan Samuel",M,26,0,0,347075,7.775,,S,,,"Hartford, CT"
0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",F,39,1,5,347082,31.275,,S,,,"Sweden Winnipeg, MN"
0,3,"Andreasson, Mr. Paul Edvin",M,20,0,0,347466,7.8542,,S,,,"Sweden Chicago, IL"
0,3,"Angheloff, Mr. Minko",M,26,0,0,349202,7.8958,,S,,,"Bulgaria Chicago, IL"
0,3,"Arnold-Franchi, Mr. Josef",M,25,1,0,349237,17.8,,S,,,"Altdorf, Switzerland"
0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",F,18,1,0,349237,17.8,,S,,,"Altdorf, Switzerland"
0,3,"Aronsson, Mr. Ernst Axel Algot",M,24,0,0,349911,7.775,,S,,,"Sweden Joliet, IL"
0,3,"Asim, Mr. Adola",M,35,0,0,SOTON/O.Q. 3101310,7.05,,S,,,
0,3,"Asplund, Master. Carl Edgar",M,5,4,2,347077,31.3875,,S,,,"Sweden  Worcester, MA"
0,3,"Asplund, Master. Clarence Gustaf Hugo",M,9,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA"
1,3,"Asplund, Master. Edvin Rojj Felix",M,3,4,2,347077,31.3875,,S,15,,"Sweden Worcester, MA"
0,3,"Asplund, Master. Filip Oscar",M,13,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA"
1,3,"Asplund, Miss. Lillian Gertrud",F,5,4,2,347077,31.3875,,S,15,,"Sweden Worcester, MA"
0,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",M,40,1,5,347077,31.3875,,S,,142,"Sweden  Worcester, MA"
1,3,"Asplund, Mr. Johan Charles",M,23,0,0,350054,7.7958,,S,13,,"Oskarshamn, Sweden Minneapolis, MN"
1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",F,38,1,5,347077,31.3875,,S,15,,"Sweden  Worcester, MA"
1,3,"Assaf Khalil, Mrs. Mariana (""Miriam"")",F,45,0,0,2696,7.225,,C,C,,"Ottawa, ON"
0,3,"Assaf, Mr. Gerios",M,21,0,0,2692,7.225,,C,,,"Ottawa, ON"
0,3,"Assam, Mr. Ali",M,23,0,0,SOTON/O.Q. 3101309,7.05,,S,,,
0,3,"Attalah, Miss. Malake",F,17,0,0,2627,14.4583,,C,,,
0,3,"Attalah, Mr. Sleiman",M,30,0,0,2694,7.225,,C,,,"Ottawa, ON"
0,3,"Augustsson, Mr. Albert",M,23,0,0,347468,7.8542,,S,,,"Krakoryd, Sweden Bloomington, IL"
1,3,"Ayoub, Miss. Banoura",F,13,0,0,2687,7.2292,,C,C,,"Syria Youngstown, OH"
0,3,"Baccos, Mr. Raffull",M,20,0,0,2679,7.225,,C,,,
0,3,"Backstrom, Mr. Karl Alfred",M,32,1,0,3101278,15.85,,S,D,,"Ruotsinphytaa, Finland New York, NY"
1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",F,33,3,0,3101278,15.85,,S,,,"Ruotsinphytaa, Finland New York, NY"
1,3,"Baclini, Miss. Eugenie",F,0.75,2,1,2666,19.2583,,C,C,,"Syria New York, NY"
1,3,"Baclini, Miss. Helene Barbara",F,0.75,2,1,2666,19.2583,,C,C,,"Syria New York, NY"
1,3,"Baclini, Miss. Marie Catherine",F,5,2,1,2666,19.2583,,C,C,,"Syria New York, NY"
1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",F,24,0,3,2666,19.2583,,C,C,,"Syria New York, NY"
1,3,"Badman, Miss. Emily Louisa",F,18,0,0,A/4 31416,8.05,,S,C,,"London Skanteales, NY"
0,3,"Badt, Mr. Mohamed",M,40,0,0,2623,7.225,,C,,,
0,3,"Balkic, Mr. Cerin",M,26,0,0,349248,7.8958,,S,,,
1,3,"Barah, Mr. Hanna Assi",M,20,0,0,2663,7.2292,,C,15,,
0,3,"Barbara, Miss. Saiide",F,18,0,1,2691,14.4542,,C,,,"Syria Ottawa, ON"
0,3,"Barbara, Mrs. (Catherine David)",F,45,0,1,2691,14.4542,,C,,,"Syria Ottawa, ON"
0,3,"Barry, Miss. Julia",F,27,0,0,330844,7.8792,,Q,,,"New York, NY"
0,3,"Barton, Mr. David John",M,22,0,0,324669,8.05,,S,,,"England New York, NY"
0,3,"Beavan, Mr. William Thomas",M,19,0,0,323951,8.05,,S,,,England
0,3,"Bengtsson, Mr. John Viktor",M,26,0,0,347068,7.775,,S,,,"Krakudden, Sweden Moune, IL"
0,3,"Berglund, Mr. Karl Ivar Sven",M,22,0,0,PP 4348,9.35,,S,,,"Tranvik, Finland New York"
0,3,"Betros, Master. Seman",M,,0,0,2622,7.2292,,C,,,
0,3,"Betros, Mr. Tannous",M,20,0,0,2648,4.0125,,C,,,Syria
1,3,"Bing, Mr. Lee",M,32,0,0,1601,56.4958,,S,C,,"Hong Kong New York, NY"
0,3,"Birkeland, Mr. Hans Martin Monsen",M,21,0,0,312992,7.775,,S,,,"Brennes, Norway New York"
0,3,"Bjorklund, Mr. Ernst Herbert",M,18,0,0,347090,7.75,,S,,,"Stockholm, Sweden New York"
0,3,"Bostandyeff, Mr. Guentcho",M,26,0,0,349224,7.8958,,S,,,"Bulgaria Chicago, IL"
0,3,"Boulos, Master. Akar",M,6,1,1,2678,15.2458,,C,,,"Syria Kent, ON"
0,3,"Boulos, Miss. Nourelain",F,9,1,1,2678,15.2458,,C,,,"Syria Kent, ON"
0,3,"Boulos, Mr. Hanna",M,,0,0,2664,7.225,,C,,,Syria
0,3,"Boulos, Mrs. Joseph (Sultana)",F,,0,2,2678,15.2458,,C,,,"Syria Kent, ON"
0,3,"Bourke, Miss. Mary",F,,0,2,364848,7.75,,Q,,,"Ireland Chicago, IL"
0,3,"Bourke, Mr. John",M,40,1,1,364849,15.5,,Q,,,"Ireland Chicago, IL"
0,3,"Bourke, Mrs. John (Catherine)",F,32,1,1,364849,15.5,,Q,,,"Ireland Chicago, IL"
0,3,"Bowen, Mr. David John ""Dai""",M,21,0,0,54636,16.1,,S,,,"Treherbert, Cardiff, Wales"
1,3,"Bradley, Miss. Bridget Delia",F,22,0,0,334914,7.725,,Q,13,,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
0,3,"Braf, Miss. Elin Ester Maria",F,20,0,0,347471,7.8542,,S,,,"Medeltorp, Sweden Chicago, IL"
0,3,"Braund, Mr. Lewis Richard",M,29,1,0,3460,7.0458,,S,,,"Bridgerule, Devon"
0,3,"Braund, Mr. Owen Harris",M,22,1,0,A/5 21171,7.25,,S,,,"Bridgerule, Devon"
0,3,"Brobeck, Mr. Karl Rudolf",M,22,0,0,350045,7.7958,,S,,,"Sweden Worcester, MA"
0,3,"Brocklebank, Mr. William Alfred",M,35,0,0,364512,8.05,,S,,,"Broomfield, Chelmsford, England"
0,3,"Buckley, Miss. Katherine",F,18.5,0,0,329944,7.2833,,Q,,299,"Co Cork, Ireland Roxbury, MA"
1,3,"Buckley, Mr. Daniel",M,21,0,0,330920,7.8208,,Q,13,,"Kingwilliamstown, Co Cork, Ireland New York, NY"
0,3,"Burke, Mr. Jeremiah",M,19,0,0,365222,6.75,,Q,,,"Co Cork, Ireland Charlestown, MA"
0,3,"Burns, Miss. Mary Delia",F,18,0,0,330963,7.8792,,Q,,,"Co Sligo, Ireland New York, NY"
0,3,"Cacic, Miss. Manda",F,21,0,0,315087,8.6625,,S,,,
0,3,"Cacic, Miss. Marija",F,30,0,0,315084,8.6625,,S,,,
0,3,"Cacic, Mr. Jego Grga",M,18,0,0,315091,8.6625,,S,,,
0,3,"Cacic, Mr. Luka",M,38,0,0,315089,8.6625,,S,,,Croatia
0,3,"Calic, Mr. Jovo",M,17,0,0,315093,8.6625,,S,,,
0,3,"Calic, Mr. Petar",M,17,0,0,315086,8.6625,,S,,,
0,3,"Canavan, Miss. Mary",F,21,0,0,364846,7.75,,Q,,,
0,3,"Canavan, Mr. Patrick",M,21,0,0,364858,7.75,,Q,,,"Ireland Philadelphia, PA"
0,3,"Cann, Mr. Ernest Charles",M,21,0,0,A./5. 2152,8.05,,S,,,
0,3,"Caram, Mr. Joseph",M,,1,0,2689,14.4583,,C,,,"Ottawa, ON"
0,3,"Caram, Mrs. Joseph (Maria Elias)",F,,1,0,2689,14.4583,,C,,,"Ottawa, ON"
0,3,"Carlsson, Mr. August Sigfrid",M,28,0,0,350042,7.7958,,S,,,"Dagsas, Sweden Fower, MN"
0,3,"Carlsson, Mr. Carl Robert",M,24,0,0,350409,7.8542,,S,,,"Goteborg, Sweden Huntley, IL"
1,3,"Carr, Miss. Helen ""Ellen""",F,16,0,0,367231,7.75,,Q,16,,"Co Longford, Ireland New York, NY"
0,3,"Carr, Miss. Jeannie",F,37,0,0,368364,7.75,,Q,,,"Co Sligo, Ireland Hartford, CT"
0,3,"Carver, Mr. Alfred John",M,28,0,0,392095,7.25,,S,,,"St Denys, Southampton, Hants"
0,3,"Celotti, Mr. Francesco",M,24,0,0,343275,8.05,,S,,,London
0,3,"Charters, Mr. David",M,21,0,0,A/5. 13032,7.7333,,Q,,,"Ireland New York, NY"
1,3,"Chip, Mr. Chang",M,32,0,0,1601,56.4958,,S,C,,"Hong Kong New York, NY"
0,3,"Christmann, Mr. Emil",M,29,0,0,343276,8.05,,S,,,
0,3,"Chronopoulos, Mr. Apostolos",M,26,1,0,2680,14.4542,,C,,,Greece
0,3,"Chronopoulos, Mr. Demetrios",M,18,1,0,2680,14.4542,,C,,,Greece
0,3,"Coelho, Mr. Domingos Fernandeo",M,20,0,0,SOTON/O.Q. 3101307,7.05,,S,,,Portugal
1,3,"Cohen, Mr. Gurshon ""Gus""",M,18,0,0,A/5 3540,8.05,,S,12,,"London Brooklyn, NY"
0,3,"Colbert, Mr. Patrick",M,24,0,0,371109,7.25,,Q,,,"Co Limerick, Ireland Sherbrooke, PQ"
0,3,"Coleff, Mr. Peju",M,36,0,0,349210,7.4958,,S,,,"Bulgaria Chicago, IL"
0,3,"Coleff, Mr. Satio",M,24,0,0,349209,7.4958,,S,,,
